b,a,la,lb
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"Bell","Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"Bell","yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"Bell","Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sokratis>,"sokratis"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sokratis>,"sokratis"@en,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sokratis>,"sokratis"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sokratis>,"Sokratis"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sokratis>,"Sokratis"@en,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sokratis>,"Sokratis"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sokratis>,"Sokratis","Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sokratis>,"Sokratis","yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#sokratis>,"Sokratis","Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#levin-oztunali>,"oztunali","Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#levin-oztunali>,"oztunali","yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#levin-oztunali>,"oztunali","Osako"
<http://bk.sport.owl#international-federation-of-association-footballs>,<http://bk.sport.owl#tottenham-hotspur>,"Tottenham Hotspur"@en,"International Federation of Association Football"@en
<http://bk.sport.owl#international-federation-of-association-footballs>,<http://bk.sport.owl#fc-bayern-munich-fc>,"FC Bayern Munich"@en,"International Federation of Association Football"@en
<http://bk.sport.owl#international-federation-of-association-footballs>,<http://bk.sport.owl#tottenham-hotspur-fc>,"Tottenham Hotspur"@en,"International Federation of Association Football"@en
<http://bk.sport.owl#international-federation-of-association-footballs>,<http://bk.sport.owl#fc-bayern-munich>,"FC Bayern Munich"@en,"International Federation of Association Football"@en
<http://bk.sport.owl#international-federation-of-association-footballs>,<http://bk.sport.owl#arsenal-fc>,"Arsenal"@en,"International Federation of Association Football"@en
<http://bk.sport.owl#international-federation-of-association-footballs>,<http://bk.sport.owl#bayern-munich>,"Bayern Munich"@en,"International Federation of Association Football"@en
<http://bk.sport.owl#international-federation-of-association-footballs>,<http://bk.sport.owl#arsenal>,"Arsenal FC"@en,"International Federation of Association Football"@en
<http://bk.sport.owl#international-federation-of-association-footballs>,<http://bk.sport.owl#arsenal>,"Arsenal"@en,"International Federation of Association Football"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#tottenham-hotspur>,"Tottenham Hotspur"@en,"eden hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#tottenham-hotspur>,"Tottenham Hotspur"@en,"Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#tottenham-hotspur>,"Tottenham Hotspur"@en,"Hazard"
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#chelsea>,"Chelsea"@en,"eden hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#chelsea>,"Chelsea"@en,"Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#chelsea>,"Chelsea"@en,"Hazard"
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#chelsea>,"Chelsea FC"@en,"eden hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#chelsea>,"Chelsea FC"@en,"Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#chelsea>,"Chelsea FC"@en,"Hazard"
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#mauricio>,"mauricio"@en,"eden hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#mauricio>,"mauricio"@en,"Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#mauricio>,"mauricio"@en,"Hazard"
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#marcos-alonso>,"Marcos Alonso"@en,"eden hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#marcos-alonso>,"Marcos Alonso"@en,"Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#marcos-alonso>,"Marcos Alonso"@en,"Hazard"
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#marcos-alonso>,"marcos alonso"@en,"eden hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#marcos-alonso>,"marcos alonso"@en,"Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#marcos-alonso>,"marcos alonso"@en,"Hazard"
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#marcos-alonso>,"Alonso","eden hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#marcos-alonso>,"Alonso","Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#marcos-alonso>,"Alonso","Hazard"
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#watford>,"Watford FC"@en,"eden hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#watford>,"Watford FC"@en,"Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#watford>,"Watford FC"@en,"Hazard"
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#watford>,"Watford"@en,"eden hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#watford>,"Watford"@en,"Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#watford>,"Watford"@en,"Hazard"
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#bournemouth>,"Bournemouth"@en,"eden hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#bournemouth>,"Bournemouth"@en,"Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,<http://bk.sport.owl#bournemouth>,"Bournemouth"@en,"Hazard"
<http://bk.sport.owl#borussia-dortmund>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#borussia-dortmund>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#borussia-dortmund>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#borussia-dortmund>,<http://bk.sport.owl#stefan-bell>,"Bell","Borussia Dortmund"@en
<http://bk.sport.owl#borussia-dortmund>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#borussia-dortmund>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#borussia-dortmund>,<http://bk.sport.owl#levin-oztunali>,"oztunali","Borussia Dortmund"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#marco-reus>,"Marco Reus"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#marco-reus>,"marco reus"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#marco-reus>,"Reus","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#rb-leipzig>,"RB Leipzig"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#yuya-osako>,"Yuya Osako"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#yuya-osako>,"yuya osako"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#yuya-osako>,"Osako","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#borussia-dortmund>,"Borussia Dortmund"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#fc-bayern-munich-fc>,"FC Bayern Munich"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#raphael-guerreiro>,"raphael guerreiro"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#stefan-bell>,"Bell","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#sokratis>,"sokratis"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#sokratis>,"Sokratis"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#sokratis>,"Sokratis","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#thomas>,"Thomas"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#thomas>,"thomas"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#thomas>,"Thomas","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#timo-werner>,"Timo Werner"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#timo-werner>,"timo werner"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#timo-werner>,"Werner","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#levin-oztunali>,"oztunali","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#emil-forsberg>,"Emil Forsberg"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,<http://bk.sport.owl#emil-forsberg>,"emil forsberg"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#liverpool-fc>,<http://bk.sport.owl#wolverhampton-wanderers-fc>,"Wolverhampton Wanderers"@en,"Liverpool"@en
<http://bk.sport.owl#liverpool-fc>,<http://bk.sport.owl#tottenham-hotspur>,"Tottenham Hotspur"@en,"Liverpool"@en
<http://bk.sport.owl#liverpool-fc>,<http://bk.sport.owl#mauricio>,"mauricio"@en,"Liverpool"@en
<http://bk.sport.owl#liverpool-fc>,<http://bk.sport.owl#tottenham-hotspur-fc>,"Tottenham Hotspur"@en,"Liverpool"@en
<http://bk.sport.owl#liverpool-fc>,<http://bk.sport.owl#manchester-city-fc>,"Manchester City"@en,"Liverpool"@en
<http://bk.sport.owl#aston-villa>,<http://bk.sport.owl#west-bromwich-albion>,"West Bromwich Albion"@en,"Aston Villa"@en
<http://bk.sport.owl#juventus>,<http://bk.sport.owl#sassuolo>,"Sassuolo"@en,"Juventus FC"@en
<http://bk.sport.owl#juventus>,<http://bk.sport.owl#sassuolo>,"Sassuolo"@en,"Juventus"@en
<http://bk.sport.owl#juventus>,<http://bk.sport.owl#sassuolo-fc>,"Sassuolo"@en,"Juventus FC"@en
<http://bk.sport.owl#juventus>,<http://bk.sport.owl#sassuolo-fc>,"Sassuolo"@en,"Juventus"@en
<http://bk.sport.owl#juventus>,<http://bk.sport.owl#malaga>,"Malaga"@en,"Juventus FC"@en
<http://bk.sport.owl#juventus>,<http://bk.sport.owl#malaga>,"Malaga"@en,"Juventus"@en
<http://bk.sport.owl#leicester-city>,<http://bk.sport.owl#everton>,"Everton FC"@en,"Leicester City"@en
<http://bk.sport.owl#leicester-city>,<http://bk.sport.owl#everton>,"Everton"@en,"Leicester City"@en
<http://bk.sport.owl#leicester-city>,<http://bk.sport.owl#sunderland>,"Sunderland"@en,"Leicester City"@en
<http://bk.sport.owl#fulham>,<http://bk.sport.owl#ben-amos>,"Ben Amos"@en,"Fulham"@en
<http://bk.sport.owl#fulham>,<http://bk.sport.owl#ipswich>,"Ipswich"@en,"Fulham"@en
<http://bk.sport.owl#fulham>,<http://bk.sport.owl#derik-osede>,"Derik Osede"@en,"Fulham"@en
<http://bk.sport.owl#fulham>,<http://bk.sport.owl#oscar-threlkeld>,"Oscar Threlkeld"@en,"Fulham"@en
<http://bk.sport.owl#chelsea>,<http://bk.sport.owl#swansea-city>,"Swansea City"@en,"Chelsea"@en
<http://bk.sport.owl#chelsea>,<http://bk.sport.owl#swansea-city>,"Swansea City"@en,"Chelsea FC"@en
<http://bk.sport.owl#chelsea>,<http://bk.sport.owl#bournemouth>,"Bournemouth"@en,"Chelsea"@en
<http://bk.sport.owl#chelsea>,<http://bk.sport.owl#bournemouth>,"Bournemouth"@en,"Chelsea FC"@en
<http://bk.sport.owl#chelsea>,<http://bk.sport.owl#manchester-united>,"Manchester United"@en,"Chelsea"@en
<http://bk.sport.owl#chelsea>,<http://bk.sport.owl#manchester-united>,"Manchester United"@en,"Chelsea FC"@en
<http://bk.sport.owl#lionel-messi>,<http://bk.sport.owl#real-sociedad>,"Real Sociedad"@en,"lionel messi"@en
<http://bk.sport.owl#lionel-messi>,<http://bk.sport.owl#real-sociedad>,"Real Sociedad"@en,"Lionel Messi"@en
<http://bk.sport.owl#lionel-messi>,<http://bk.sport.owl#real-sociedad>,"Real Sociedad"@en,"Messi"
<http://bk.sport.owl#lionel-messi>,<http://bk.sport.owl#real-sociedad-fc>,"Real Sociedad"@en,"lionel messi"@en
<http://bk.sport.owl#lionel-messi>,<http://bk.sport.owl#real-sociedad-fc>,"Real Sociedad"@en,"Lionel Messi"@en
<http://bk.sport.owl#lionel-messi>,<http://bk.sport.owl#real-sociedad-fc>,"Real Sociedad"@en,"Messi"
<http://bk.sport.owl#mansfield-town>,<http://bk.sport.owl#blackburn-rovers>,"Blackburn Rovers"@en,"Mansfield Town"@en
<http://bk.sport.owl#tottenham-hotspur-fc>,<http://bk.sport.owl#crystal-palace>,"Crystal Palace"@en,"Tottenham Hotspur"@en
<http://bk.sport.owl#tottenham-hotspur-fc>,<http://bk.sport.owl#crystal-palace-fc>,"Crystal Palace"@en,"Tottenham Hotspur"@en
<http://bk.sport.owl#tottenham-hotspur-fc>,<http://bk.sport.owl#watford-fc>,"Watford"@en,"Tottenham Hotspur"@en
<http://bk.sport.owl#tottenham-hotspur-fc>,<http://bk.sport.owl#manchester-united-fc>,"Manchester United"@en,"Tottenham Hotspur"@en
<http://bk.sport.owl#tottenham-hotspur-fc>,<http://bk.sport.owl#manchester-united>,"Manchester United"@en,"Tottenham Hotspur"@en
<http://bk.sport.owl#la-liga-fc>,<http://bk.sport.owl#sevilla>,"Sevilla FC"@en,"La Liga"@en
<http://bk.sport.owl#la-liga-fc>,<http://bk.sport.owl#sevilla>,"Sevilla"@en,"La Liga"@en
<http://bk.sport.owl#manchester-city-fc>,<http://bk.sport.owl#west-bromwich-albion-fc>,"West Bromwich Albion"@en,"Manchester City"@en
<http://bk.sport.owl#manchester-city-fc>,<http://bk.sport.owl#manchester-united-fc>,"Manchester United"@en,"Manchester City"@en
<http://bk.sport.owl#manchester-city-fc>,<http://bk.sport.owl#westham-fc>,"West Ham"@en,"Manchester City"@en
<http://bk.sport.owl#manchester-city-fc>,<http://bk.sport.owl#manchester-united>,"Manchester United"@en,"Manchester City"@en
<http://bk.sport.owl#crystal-palace-fc>,<http://bk.sport.owl#hartlepool-united-fc>,"Hartlepool United"@en,"Crystal Palace"@en
<http://bk.sport.owl#crystal-palace-fc>,<http://bk.sport.owl#stoke-city-fc>,"Stoke City"@en,"Crystal Palace"@en
<http://bk.sport.owl#crystal-palace-fc>,<http://bk.sport.owl#middlesbrough-fc>,"Middlesbrough"@en,"Crystal Palace"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#marco-reus>,"Marco Reus"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#marco-reus>,"marco reus"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#marco-reus>,"Reus","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#rb-leipzig>,"RB Leipzig"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#yuya-osako>,"Yuya Osako"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#yuya-osako>,"yuya osako"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#yuya-osako>,"Osako","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#borussia-dortmund>,"Borussia Dortmund"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#fc-bayern-munich>,"FC Bayern Munich"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#raphael-guerreiro>,"raphael guerreiro"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#stefan-bell>,"Bell","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#sokratis>,"sokratis"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#sokratis>,"Sokratis"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#sokratis>,"Sokratis","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#thomas>,"Thomas"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#thomas>,"thomas"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#thomas>,"Thomas","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#timo-werner>,"Timo Werner"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#timo-werner>,"timo werner"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#timo-werner>,"Werner","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#levin-oztunali>,"oztunali","FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#emil-forsberg>,"Emil Forsberg"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#fc-bayern-munich>,<http://bk.sport.owl#emil-forsberg>,"emil forsberg"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#dortmund>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"Dortmund"@en
<http://bk.sport.owl#dortmund>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"Dortmund"@en
<http://bk.sport.owl#dortmund>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"Dortmund"@en
<http://bk.sport.owl#dortmund>,<http://bk.sport.owl#stefan-bell>,"Bell","Dortmund"@en
<http://bk.sport.owl#dortmund>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"Dortmund"@en
<http://bk.sport.owl#dortmund>,<http://bk.sport.owl#levin-oztunali>,"oztunali","Dortmund"@en
<http://bk.sport.owl#arsenal-fc>,<http://bk.sport.owl#fc-bayern-munich-fc>,"FC Bayern Munich"@en,"Arsenal"@en
<http://bk.sport.owl#arsenal-fc>,<http://bk.sport.owl#tottenham-hotspur-fc>,"Tottenham Hotspur"@en,"Arsenal"@en
<http://bk.sport.owl#arsenal-fc>,<http://bk.sport.owl#arsenal-fc>,"Arsenal"@en,"Arsenal"@en
<http://bk.sport.owl#arsenal-fc>,<http://bk.sport.owl#bayern-munich>,"Bayern Munich"@en,"Arsenal"@en
<http://bk.sport.owl#arsenal-fc>,<http://bk.sport.owl#westham-fc>,"West Ham"@en,"Arsenal"@en
<http://bk.sport.owl#southampton>,<http://bk.sport.owl#crystal-palace>,"Crystal Palace"@en,"Southampton"@en
<http://bk.sport.owl#southampton>,<http://bk.sport.owl#crystal-palace>,"Crystal Palace"@en,"Southampton FC"@en
<http://bk.sport.owl#southampton>,<http://bk.sport.owl#newcastle>,"Newcastle"@en,"Southampton"@en
<http://bk.sport.owl#southampton>,<http://bk.sport.owl#newcastle>,"Newcastle"@en,"Southampton FC"@en
<http://bk.sport.owl#raphael-guerreiro>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"raphael guerreiro"@en
<http://bk.sport.owl#raphael-guerreiro>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"raphael guerreiro"@en
<http://bk.sport.owl#raphael-guerreiro>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"raphael guerreiro"@en
<http://bk.sport.owl#raphael-guerreiro>,<http://bk.sport.owl#stefan-bell>,"Bell","raphael guerreiro"@en
<http://bk.sport.owl#raphael-guerreiro>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"raphael guerreiro"@en
<http://bk.sport.owl#raphael-guerreiro>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"raphael guerreiro"@en
<http://bk.sport.owl#raphael-guerreiro>,<http://bk.sport.owl#levin-oztunali>,"oztunali","raphael guerreiro"@en
<http://bk.sport.owl#juventus-fc>,<http://bk.sport.owl#sassuolo-fc>,"Sassuolo"@en,"Juventus"@en
<http://bk.sport.owl#manchester-united-fc>,<http://bk.sport.owl#wigan-athletic-fc>,"Wigan Athletic"@en,"Manchester United"@en
<http://bk.sport.owl#manchester-united-fc>,<http://bk.sport.owl#stoke-city-fc>,"Stoke City"@en,"Manchester United"@en
<http://bk.sport.owl#manchester-united-fc>,<http://bk.sport.owl#southampton-fc>,"Southampton"@en,"Manchester United"@en
<http://bk.sport.owl#manchester-united-fc>,<http://bk.sport.owl#westham-fc>,"West Ham"@en,"Manchester United"@en
<http://bk.sport.owl#manchester-united-fc>,<http://bk.sport.owl#chelsea-fc>,"Chelsea"@en,"Manchester United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#westham>,"West Ham"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#jordan-ayew>,"jordan ayew"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#jordan-ayew>,"Jordan Ayew"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#jordan-ayew>,"Ayew","West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#swansea-city>,"Swansea City"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#gylfi-sigurdsson>,"Gylfi Sigurdsson"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#gylfi-sigurdsson>,"gylfi sigurdsson"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#gylfi-sigurdsson>,"Sigurdsson","West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#sam-byram>,"Sam Byram"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#cheikhou-kouyate>,"cheikhou kouyate"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#lukasz-fabianski>,"lukasz fabianski"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#lukasz-fabianski>,"Lukasz Fabianski"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#lukasz-fabianski>,"Fabianski","West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#andre-ayew>,"andre ayew"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#swansea-city-fc>,"Swansea City"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#westham-fc>,"West Ham"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#robert-snodgrass>,"robert snodgrass"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#robert-snodgrass>,"Robert Snodgrass"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#manuel-lanzini>,"manuel lanzini"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#manuel-lanzini>,"Manuel Lanzini"@en,"West Ham United"@en
<http://bk.sport.owl#west-ham-united>,<http://bk.sport.owl#manuel-lanzini>,"Lanzini","West Ham United"@en
<http://bk.sport.owl#newcastle-united>,<http://bk.sport.owl#tottenham-hotspur>,"Tottenham Hotspur"@en,"Newcastle United"@en
<http://bk.sport.owl#eric-dier>,<http://bk.sport.owl#manuel-neuer>,"manuel neuer"@en,"eric dier"@en
<http://bk.sport.owl#eric-dier>,<http://bk.sport.owl#manuel-neuer>,"manuel neuer"@en,"Eric Dier"@en
<http://bk.sport.owl#eric-dier>,<http://bk.sport.owl#manuel-neuer>,"manuel neuer"@en,"Dier"
<http://bk.sport.owl#eric-dier>,<http://bk.sport.owl#manuel-neuer>,"Manuel Neuer"@en,"eric dier"@en
